variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
WT_LBXVEB,2017-2018,VOCWB_J,,,Survey weights for Blood Ethylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVEC,2013-2014,VOCWB_H,,,Survey weights for Blood Chloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVEC,2015-2016,VOCWB_I,,,Survey weights for Blood Chloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVEC,2017-2018,VOCWB_J,,,Survey weights for Blood Chloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVFN,2007-2008,VOCWB_E,,,Survey weights for Blood furan,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVFN,2009-2010,VOCWB_F,,,Survey weights for Blood furan,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVFN,2011-2012,VOCWB_G,,,Survey weights for Blood furan,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVFN,2013-2014,VOCWB_H,,,Survey weights for Blood furan,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVFN,2015-2016,VOCWB_I,,,Survey weights for Blood furan,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVFN,2017-2018,VOCWB_J,,,Survey weights for Blood furan,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVHE,2003-2004,L04VOC_C,,,Survey weights for Blood Hexachloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVHE,2005-2006,VOCWB_D,,,Survey weights for Blood Hexachloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVHE,2007-2008,VOCWB_E,,,Survey weights for Blood Hexachloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVHE,2009-2010,VOCWB_F,,,Survey weights for Blood Hexachloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVHE,2011-2012,VOCWB_G,,,Survey weights for Blood Hexachloroethane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIA,2001-2002,L06VIT_B,,,Survey weights for Vitamin A,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIA,2003-2004,L45VIT_C,,,Survey weights for Vitamin A,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIA,1999-2000,LAB06,,,Survey weights for Vitamin A,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIA,2005-2006,VITAEC_D,,,Survey weights for Vitamin A,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIA,2017-2018,VITAEC_J,,,Survey weights for Vitamin A,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIBN,2015-2016,VOCWB_I,,,Survey weights for Blood Isobutyronitrile,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIBN,2017-2018,VOCWB_J,,,Survey weights for Blood Isobutyronitrile,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIC,2003-2004,L06VIT_C,,,Survey weights for Vitamin C,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIC,2005-2006,VIC_D,,,Survey weights for Vitamin C,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIC,2017-2018,VIC_J,,,Survey weights for Vitamin C,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2001-2002,VID_B,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2003-2004,VID_C,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2005-2006,VID_D,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2007-2008,VID_E,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2009-2010,VID_F,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2011-2012,VID_G,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2013-2014,VID_H,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2015-2016,VID_I,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,2017-2018,VID_J,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIDMS,1999-2000,VID_NH3,,,Survey weights for Vitamin D,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIE,2001-2002,L06VIT_B,,,Survey weights for alpha-tocopherol,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIE,2003-2004,L45VIT_C,,,Survey weights for alpha-tocopherol,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIE,1999-2000,LAB06,,,Survey weights for alpha-tocopherol,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIE,2005-2006,VITAEC_D,,,Survey weights for alpha-tocopherol,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIE,2017-2018,VITAEC_J,,,Survey weights for alpha-tocopherol,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIPB,2007-2008,VOCWB_E,,,Survey weights for Blood isopropylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIPB,2009-2010,VOCWB_F,,,Survey weights for Blood isopropylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIPB,2011-2012,VOCWB_G,,,Survey weights for Blood isopropylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIPB,2013-2014,VOCWB_H,,,Survey weights for Blood isopropylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIPB,2015-2016,VOCWB_I,,,Survey weights for Blood isopropylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVIPB,2017-2018,VOCWB_J,,,Survey weights for Blood isopropylbenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2003-2004,L04VOC_C,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2005-2006,VOCWB_D,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2007-2008,VOCWB_E,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2009-2010,VOCWB_F,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2011-2012,VOCWB_G,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2013-2014,VOCWB_H,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2015-2016,VOCWB_I,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMC,2017-2018,VOCWB_J,,,Survey weights for Blood Methylene Chloride,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMCP,2013-2014,VOCWB_H,,,Survey weights for Blood Methylcyclopentane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMCP,2015-2016,VOCWB_I,,,Survey weights for Blood Methylcyclopentane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMCP,2017-2018,VOCWB_J,,,Survey weights for Blood Methylcyclopentane,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2003-2004,L04VOC_C,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2005-2006,VOCWB_D,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2007-2008,VOCMWB_E,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2009-2010,VOCMWB_F,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2011-2012,VOCMWB_G,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2001-2002,L04VOC_B,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,1999-2000,LAB04,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2013-2014,VOCWB_H,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2015-2016,VOCWB_I,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVME,2017-2018,VOCWB_J,,,Survey weights for Blood MTBE,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVMIK,2017-2018,VOCWB_J,,,Survey weights for Blood Methyl Isobutyl Ketone,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2003-2004,L04VOC_C,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2005-2006,VOCWB_D,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2007-2008,VOCWB_E,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2009-2010,VOCWB_F,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2011-2012,VOCWB_G,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2013-2014,VOCWB_H,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2015-2016,VOCWB_I,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVNB,2017-2018,VOCWB_J,,,Survey weights for Blood Nitrobenzene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2003-2004,L04VOC_C,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2005-2006,VOCWB_D,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2007-2008,VOCWB_E,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2009-2010,VOCWB_F,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2011-2012,VOCWB_G,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2013-2014,VOCWB_H,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2001-2002,L04VOC_B,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,1999-2000,LAB04,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2015-2016,VOCWB_I,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVOX,2017-2018,VOCWB_J,,,Survey weights for Blood o-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVST,2003-2004,L04VOC_C,,,Survey weights for Blood Styrene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVST,2005-2006,VOCWB_D,,,Survey weights for Blood Styrene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVST,2007-2008,VOCWB_E,,,Survey weights for Blood Styrene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVST,2009-2010,VOCWB_F,,,Survey weights for Blood Styrene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVST,2001-2002,L04VOC_B,,,Survey weights for Blood Styrene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVST,1999-2000,LAB04,,,Survey weights for Blood Styrene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2003-2004,L04VOC_C,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2005-2006,VOCWB_D,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2007-2008,VOCWB_E,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2009-2010,VOCWB_F,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2011-2012,VOCWB_G,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2013-2014,VOCWB_H,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2001-2002,L04VOC_B,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,1999-2000,LAB04,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2015-2016,VOCWB_I,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTC,2017-2018,VOCWB_J,,,Survey weights for Blood Trichloroethene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2003-2004,L04VOC_C,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2005-2006,VOCWB_D,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2007-2008,VOCWB_E,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2009-2010,VOCWB_F,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2011-2012,VOCWB_G,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2013-2014,VOCWB_H,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2015-2016,VOCWB_I,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTE,2017-2018,VOCWB_J,,,"Survey weights for Blood 1,1,1-Trichloroethane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTFT,2013-2014,VOCWB_H,,,Survey weights for Blood aaa-Trifluorotoluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTFT,2015-2016,VOCWB_I,,,Survey weights for Blood aaa-Trifluorotoluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTFT,2017-2018,VOCWB_J,,,Survey weights for Blood aaa-Trifluorotoluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTHF,2013-2014,VOCWB_H,,,Survey weights for Blood Tetrahydrofuran,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTHF,2015-2016,VOCWB_I,,,Survey weights for Blood Tetrahydrofuran,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTHF,2017-2018,VOCWB_J,,,Survey weights for Blood Tetrahydrofuran,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2003-2004,L04VOC_C,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2005-2006,VOCWB_D,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2007-2008,VOCWB_E,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2009-2010,VOCWB_F,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2013-2014,VOCWB_H,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2001-2002,L04VOC_B,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,1999-2000,LAB04,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTO,2015-2016,VOCWB_I,,,Survey weights for Blood Toluene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTP,2007-2008,VOCWB_E,,,"Survey weights for Blood 1,2,3-trichloropropane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTP,2009-2010,VOCWB_F,,,"Survey weights for Blood 1,2,3-trichloropropane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTP,2011-2012,VOCWB_G,,,"Survey weights for Blood 1,2,3-trichloropropane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTP,2013-2014,VOCWB_H,,,"Survey weights for Blood 1,2,3-trichloropropane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTP,2015-2016,VOCWB_I,,,"Survey weights for Blood 1,2,3-trichloropropane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVTP,2017-2018,VOCWB_J,,,"Survey weights for Blood 1,2,3-trichloropropane",Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVVB,2013-2014,VOCWB_H,,,Survey weights for Blood Vinyl Bromide,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVVB,2015-2016,VOCWB_I,,,Survey weights for Blood Vinyl Bromide,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVVB,2017-2018,VOCWB_J,,,Survey weights for Blood Vinyl Bromide,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2003-2004,L04VOC_C,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2005-2006,VOCWB_D,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2007-2008,VOCWB_E,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2009-2010,VOCWB_F,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2011-2012,VOCWB_G,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2013-2014,VOCWB_H,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2015-2016,VOCWB_I,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2001-2002,L04VOC_B,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,1999-2000,LAB04,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXVXY,2017-2018,VOCWB_J,,,Survey weights for Blood m-/p-Xylene,Survey Weights - Chemicals,Weights,NA,NA
WT_LBXZEA,2003-2004,L45VIT_C,,,Survey weights for Zeaxanthin,Survey Weights - Chemicals,Weights,NA,NA
WT_SSACET,2015-2016,SSNEON_I,,,Survey weights for Acetamiprid,Survey Weights - Chemicals,Weights,NA,NA
WT_SSAND,2015-2016,SSNEON_I,,,Survey weights for N-Desmethylacetamiprid,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBCEP,2011-2012,SSFR_G,,,Survey weights for Bis(2-chloroethyl) phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBCEP,2015-2016,SSFR_I,,,Survey weights for Bis(2-chloroethyl) phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBCEP,2013-2014,SSFLRT_H,,,Survey weights for Bis(2-chloroethyl) phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBCPP,2011-2012,SSFR_G,,,Survey weights for Bis(1-chloro-2-propyl) phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBCPP,2015-2016,SSFR_I,,,Survey weights for Bis(1-chloro-2-propyl) phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBCPP,2013-2014,SSFLRT_H,,,Survey weights for Bis(1-chloro-2-propyl) phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSBDCPP,2011-2012,SSFR_G,,,"Survey weights for Bis(1,3-dichloro-2-propyl) phosphate",Survey Weights - Chemicals,Weights,NA,NA
WT_SSBDCPP,2015-2016,SSFR_I,,,"Survey weights for Bis(1,3-dichloro-2-propyl) phosphate",Survey Weights - Chemicals,Weights,NA,NA
WT_SSBDCPP,2013-2014,SSFLRT_H,,,"Survey weights for Bis(1,3-dichloro-2-propyl) phosphate",Survey Weights - Chemicals,Weights,NA,NA
WT_SSBPPP,2015-2016,SSFR_I,,,Survey weights for 4(tert-butyl)phenyl)phenyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSCLOT,2015-2016,SSNEON_I,,,Survey weights for Clothianidin,Survey Weights - Chemicals,Weights,NA,NA
WT_SSCYA,2003-2004,SSMEL_C,,,Survey weights for Cyanuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDBUP,2011-2012,SSFR_G,,,Survey weights for Dibutyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDBUP,2015-2016,SSFR_I,,,Survey weights for Dibutyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDBUP,2013-2014,SSFLRT_H,,,Survey weights for Dibutyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDBZP,2011-2012,SSFR_G,,,Survey weights for Dibenzyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDBZP,2015-2016,SSFR_I,,,Survey weights for Dibenzyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDBZP,2013-2014,SSFLRT_H,,,Survey weights for Dibenzyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDCP,2015-2016,SSFR_I,,,Survey weights for Di-cresyl phosphates,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDOCP,2013-2014,SSFLRT_H,,,Survey weights for Di-o-cresyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDPCP,2013-2014,SSFLRT_H,,,Survey weights for Di-p-cresyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDPHP,2011-2012,SSFR_G,,,Survey weights for Diphenyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDPHP,2015-2016,SSFR_I,,,Survey weights for Diphenyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSDPHP,2013-2014,SSFLRT_H,,,Survey weights for Diphenyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSEMEA,2015-2016,SSDEET_I,,,Survey weights for 3-(Ethylcarbamoyl)benzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_SSIMID,2015-2016,SSNEON_I,,,Survey weights for Imidacloprid,Survey Weights - Chemicals,Weights,NA,NA
WT_SSIPPP,2015-2016,SSFR_I,,,Survey weights for 2(isopropyl)phenyl)phenyl phosphate,Survey Weights - Chemicals,Weights,NA,NA
WT_SSMEL,2003-2004,SSMEL_C,,,Survey weights for Melamine,Survey Weights - Chemicals,Weights,NA,NA
WT_SSOHIM,2015-2016,SSNEON_I,,,Survey weights for 5-Hydroxy-Imidacloprid,Survey Weights - Chemicals,Weights,NA,NA
WT_SSTBBA,2011-2012,SSFR_G,,,"Survey weights for 2,3,4,5-tetrabromobenzoic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_SSTBBA,2015-2016,SSFR_I,,,"Survey weights for 2,3,4,5-tetrabromobenzoic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_SSTBBA,2013-2014,SSFLRT_H,,,"Survey weights for 2,3,4,5-tetrabromobenzoic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_SSTHIA,2015-2016,SSNEON_I,,,Survey weights for Thiacloprid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2003-2004,L24PP_C,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2005-2006,PP_D,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2007-2008,PP_E,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2009-2010,PP_F,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2011-2012,PP_G,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2013-2014,EPHPP_H,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX14D,2015-2016,EPHPP_I,,,"Survey weights for 2,5-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1DC,2005-2006,SSUVOC_D,,,"Survey weights for N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1DC,2011-2012,UVOC_G,,,"Survey weights for N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1DC,2013-2014,UVOC_H,,,"Survey weights for N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1DC,2015-2016,UVOC_I,,,"Survey weights for N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1NP,2013-2014,AA_H,,,"Survey weights for 1-Aminonaphthalene, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1TB,2003-2004,L24PP_C,,,"Survey weights for 2,4,5-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1TB,2005-2006,PP_D,,,"Survey weights for 2,4,5-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1TB,2007-2008,PP_E,,,"Survey weights for 2,4,5-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX1TB,2009-2010,PP_F,,,"Survey weights for 2,4,5-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,2003-2004,L26UPP_C,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,2001-2002,L26PP_B,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,1999-2000,LAB26PP,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,2007-2008,UPHOPM_E,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,2009-2010,UPHOPM_F,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,2011-2012,UPHOPM_G,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX24D,2013-2014,UPHOPM_H,,,"Survey weights for 2,4-D",Survey Weights - Chemicals,Weights,NA,NA
WT_URX25T,2003-2004,L26UPP_C,,,"Survey weights for 2,4,5-Trichlorophenoxyacetic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URX25T,2001-2002,L26PP_B,,,"Survey weights for 2,4,5-Trichlorophenoxyacetic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URX25T,1999-2000,LAB26PP,,,"Survey weights for 2,4,5-Trichlorophenoxyacetic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URX25T,2007-2008,UPHOPM_E,,,"Survey weights for 2,4,5-Trichlorophenoxyacetic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URX25T,2009-2010,UPHOPM_F,,,"Survey weights for 2,4,5-Trichlorophenoxyacetic acid",Survey Weights - Chemicals,Weights,NA,NA
